"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","rrrmmm","NUS本科，SM3，EP，3000-3500","通过","2012-12-08","2013-08-30","2013-09-05 16:29"
"","thesunz","在新加坡3年半，薪水3500","通过","2013-06-25","2013-08-18","2013-09-03 6:37"
"","huaidan","EP, 國外PHD， 第一次申請，來新7個月半，薪水4800","通过","2012-10-18","2013-03-21","2013-09-03 15:14"
"","right","国内重点本科，工作4年（换了专业），申请的时候EP，2600basic，两个月就被拒了。。。。 现在别说这个，EP renewal 也被拒了，被降级到S-Pass了，巨汗","失败","2012-10-12","2012-12-20","2013-09-03 0:59"
"","zsd3290","老公新公民，老婆国内大专，无工作，LTVP，结婚2年，1年税单，祝好运！一定会成功的！！！","通过","2013-02-20","2013-08-30","2013-08-30 9:24"
"","luckbaby","夫妻，国内硕士，来新工作四年，EP+DP，主申请人basic3800，年收入60K","通过","2012-09-03","2013-05-18","2013-08-06 1:58"
"","anko","POLY毕业， 自己拒绝2010年的邀请信。 因为当兵（2009年的政策） 后来工作， 升职 2800","通过","2012-10-01","2012-12-20","2013-07-26 4:53"
"","Ana","老公新加坡人，结婚四年，生两个小孩了，现在我拿家属证，老公月薪五千，有三年的所得税，","上诉中","2013-04-30","2013","2013-07-04 14:16"
"","TL_0676","2011/3 到新加坡 ,P2, Basic salary 6900+, 老婆 DP, basic salary 3500, 儿子 三岁","失败","2013-03-02","2013-06-22","2013-07-03 3:07"
"","悠闲的猪","来新4.5年，SP，国内大专，男， 30岁，程序员，再次悲剧。","失败","2012-08-22","2013-06-10","2013-06-10 7:23"
"","叮叮糖","單身, 來新7年8個月, poly畢業, 持S pass 工作1年, salary $1.8k","通过","2013-03-26","2013-05-20","2013-05-28 15:48"
"","Dan","basic salary: $3000+, 申请时来新4年4个月，工作半年。本地私立大学degree毕业。4月中旬通过","通过","2012-11-27","2013-04-15","2013-05-12 6:51"
"","teddybear^","Male Sponsor: SG Local Uni Grad Salary:3K wife applicant: CN Uni Grad working in SG for 2 years + Salary: 4.5K Married=) . Waiting time: 5 Months","通过","2012-11-20","2013-04-20","2013-05-06 6:36"
"","msinsin","来新8年,新加坡私立大专,上学3年,工作近5年,spass,薪资2000,女, 未婚","失败","2012-12-04","2013-02-07","2013-04-26 6:39"
"","SG","女主申请人,25岁公民，有个女儿也是公民,有个薪水3000,职位:采购。男31岁,来新8年6个月,私立大专,同一个公司，职位:coordinator,固定薪水3600,两年的税单,","通过","2012-12-06","2013-04-12","2013-04-19 0:03"
"","Cliff","BE in China，NTU PhD， EP2， Married with Chinese PR","通过","2012-12","2012-04","2013-04-18 2:11"
"","nicole","NUS SM3, EP basic salary S$2800","通过","2012-12-31","2013-04-11","2013-04-17 4:33"
"","linlin","国内一本，在新工作两年，原EP, $1800; 现公司工作一年，SP，$2000，单身女","失败","2013-02-05","2013-04-15","2013-04-17 2:39"
"","Charlie","国内本科，来新三年。EP P2，单身，男。11月申请，第一次申请。 五个月","通过","2012-11-14","2013-04-14","2013-04-14 15:11"
"","lemony555","新加坡亚太本科学历，27未满，来新5年，工作2年多，月薪2500，S pass","失败","2013-01-03","25-3-2013","2013-03-25 9:00"
"","xin2114","本人国大本科，PR 2年后2012年转公民, 工资6K+。 帮老婆申请居民，老婆硕士毕业在香港工作，薪水S$2k+，往来新加坡多次但未长居。 5个月通过","通过","2012-10-21","2013-03-22","2013-03-24 17:33"
"","huahua","SPASS 老公担保","null","2013-03-07","null","2013-03-18 6:24"
"","小猪熊","男方（主申请人）：EP , 来新14+年，国大PHD，29岁，工资3800+，工作一年半，有公司推荐信。 女方（附属申请人）：DP , 来新3年，国内本科，30岁，目前没有工作。之前拿sp工作过一年半，工资1800。","通过","2012-12-10","2013-03-11","2013-03-11 9:44"
"","Vancamp","12年poly毕业，SP，工作4个月提交申请。","通过","2012-08-21","2013-02-27","2013-03-04 0:03"
"","酒","25岁单身男，NUS本科毕业，來新7年，EP三个月时申请，月薪3500。10月13日 补交家庭成员材料。 20130301收到批准信","通过","2012-08-24","2013-03-01","2013-03-03 9:56"
"","bluej","国内重点大学Master, 来新两年，EP, 7000+ 每月，独自申请","通过","2012-08-28","2013-02-20","2013-02-28 11:19"
"","sherry","Nov 2009 came to SG, EP holder.","通过","2012-06-05","2013-02-25","2013-02-26 1:50"
"","wwyyuuuu","poly毕业，月薪2100，SP","通过","2012-08-18","2013-02-24","2013-02-25 3:46"
"","infante","夫妻一起申请，两人工资都是接近3500，国内重点本科，NUS研究型硕士。25岁，08年7月来新，工作快两年了，有一年税单。","通过","2012-11-02","2013-02-25","2013-02-25 2:28"
"","Mandy","女, Q1, Accountant, $3300; 30, 来新5年2个月; 国内普通一本; ACCA, CPA Singapore","通过","2012-06-12","2013-02-05","2013-02-18 3:39"
"","漂流小鱼","国内硕，EP 2年11个月，薪水5000+，离异不带小孩","失败","2012-09-10","2013-02-07","2013-02-18 10:29"
"","想乐摄手座","帮我太太申请，本人 03 年底来坡，NTU 本科，PR 4 年，目前薪水 3000+，太太 12 年 2 月底来，12 年 6 月中申请 DPR，10 月通过。","通过","2012-06-20","2012-10-11","2013-02-13 7:25"
"","loong","老公nus硕士，pr三年，来坡10年，salary3800，我还没找工作，国内top20本科，有两个国内的高级证书，刚好四个月就批了。放假前一天。很是开心，祝大家好运。我要好好找工作啦~","通过","2012-10-08","2013-02-08","2013-02-13 5:15"
"","yoyo","美国博士学历，申请时来新加坡一年。老公还在美国读书。一起通过。","通过","2012-07-12","2013-02-12","2013-02-12 5:27"
"","baronlena0505","来新加坡7年，从私立考O水准，进入新加坡理工，2011年毕业，工作，拿EP，薪水1800，做了7个多月后辞职，之后进去新公司，现在薪水2800，EP, 申请时在新公司工作4个月。","通过","2012-06-23","2013-01-22","2013-01-30 9:41"
"","磨紫磨高","国内技校毕业，新加坡工作35年，S PASS,BASIC:1850","失败","2012-09-21","2013-1-16","2013-01-30 8:29"
"","lovemiumiu","女 国内本科 来新三年 P2 独立申请 10.18补交材料 1.18收到批准信","通过","2012-08-11","2013-01-18","2013-01-18 13:52"
"","nanagirls","女 在新6年 国内本 ntu phd 在读明年毕业 讲师5000+ 工作一年","通过","2012-08-18","2013-01-15","2013-01-15 6:39"
"","null","EP1 holder, single lady, stayed in SG for 2.5 years, 1st timer","通过","2012-07-19","2013-01-14","2013-01-14 4:05"
"","jesse2150","NTU本科，Apple工作，申请的时候月薪3000+，结婚已经一年多，老公DP2月底过来，一直在找工作中，5月底就申请。8月份补交家庭材料以及老公以前国内工作证明，以及一封信证明老公在积极找工作。10月初我的工资提升3500+，老公找到一份简单服务业工作100+，最后居然在年底通过。通过的时候我在新7年，老公来不到1年。本来以为这样的条件很难申请上的。太幸运了！","通过","2012-06-25","2012-12-29","2013-01-05 1:32"
"","qq","来新1年多，EP-Q1, 美国本科+双硕士，Basic salary $3600. marketing行业，单身女。","失败","2012-08-15","2012-10-23","2012-11-30 9:12"
"","遵纪守法","第一次申请 来新三年半，私立大学MBA（澳洲文凭）+中国一本本科文凭 薪水2000+/月。 SP。单身。26岁。男。 第二次申请 来新四年半，私立大学MBA（澳洲文凭）+中国一本本科文凭 薪水2400+/月。 SP。单身。27岁。男。","失败","2012-09-28","2012-11-20","2012-11-25 5:36"
"","cloudy","NTU硕，在校一年，工作一年，薪水4000+，appeal失败。","失败","2012-07-25","2012-11-25","2012-11-25 14:59"
"","ShallByToooo","我理工学院毕业的，现在拿LT Pass。8个月的女儿在中国。老公拿到PR一年半多，在新加坡待了快6年了。结婚也快一年了。我老公帮我跟我6个月的女儿一起申请。","失败","2012-07-09","2012-11-07","2012-11-20 6:06"
"","iverson_cy","来新三年，5000+， NUS硕","通过","2012-05-14","2012-11-07","2012-11-15 9:36"
"","shx","女，未婚，30. 国内211学校商科本科，ntu商科硕士，至明年3月份来新4年。一年读书三年工作，月薪3500,年收入70k＋，2011年2月，2012年4月分分别申请过两次，appeal两次，均悲剧，感觉是不是单身女性的原因。","失败","2012-04-27","2012-10-24","2012-11-10 15:24"
"","波波仔","我老公来新加坡8年，现在拿SP ，大专学历，薪水 4200。我拿家属准证刚来正在申请工作准证，他带我和我儿子一起申请的，儿子八个月，我以前也在新加坡做过4年工拿SP ,以前薪水是 2550.学历是大本","失败","2012-05-17","2012-07-18","2012-11-05 14:21"
"","huanlm","NTU Master,在新加坡2年,一年读书一年工作。","失败","2012-08-30","2012-11-05","2012-11-05 14:18"
"","zhangdederourou","八月底申的，前两天杯具。我们的条件是夫妻双方国内top5 phd，目前在nusntu博后，工资4500，来新两年半。","失败","2012-08-28","2012-11-03","2012-11-05 14:17"
"","sweetmemory0707","老公顶尖IT公司，薪水8.6k, 国内985名校双硕士，儿子在新出生，夫妻来新1年10个月，我本地公司工作EP，薪水2.3k 申请PR2个月悲剧，appeal又是2个月悲剧。是否我们条件差太多所以每次都是速度悲剧？元方你怎么看？","失败","2012-09-05","2012-11-05","2012-11-05 14:04"
"","lostwoods","男,单身,国内本科,工作3年后来新,现在刚好来新3年.薪水刚够p2. 第二次申请. 非等我满了3年才发也真是...","通过","2012-05-27","2012-10-11","2012-10-11 12:21"
"","Peter","单身男，来新8年半，本地Polytechnic毕业，NUS Part time 在读，石油行业机械设计工作，薪水3300+，EP准证。","通过","2012-04-21","2012-10-09","2012-10-09 15:56"
"","rabbitzz","女，单身， SMU毕业， 来新5年。EPQ1 工作10个月申请，底薪3,300, GROSS 4,500. 10月4号批准。","通过","2012-06-05","2012-10-04","2012-10-09 14:19"
"","jg816808","本人29 单身男 俄罗斯国立本科 来新4年 SP 月薪3000+Senior software Engineer这是第三次申请PR pending的同志们加油。","通过","2012-05-04","2012-10-08","2012-10-08 3:20"
"","ada7wang","主申请人P2，3年半5000＋ 附申请人Q1,3年3000＋ 12月底补材料， 3月批准","通过","2011-10-13","2012-03-16","2012-10-03 9:17"
"","linda","老公申请，老婆depend在美国，6个月等待，两人一起下来！万幸","通过","2012-03-12","2012-09-20","2012-09-20 1:27"
"","Carrie QS","32岁女， 来新3年半，英国双硕士，美资新加坡分公司，单独申请。 申请材料递交后刚满三个月获批准。最近似乎是松动了些，大家加油！","通过","2012-06-16","2012-09-14","2012-09-16 13:06"
"","飞龙","hi，广大朋友们，我5月30号交资料，8月30号批准，准准三个月... 感觉最近的情形有所松动，要抓紧努力啊，时不我待...ep，薪水4000，来新5年 祝大家早日成功!","通过","2012-05-30","2012-08-30","2012-09-10 23:21"
"","smile00Z","国内重点本，nus硕，nus工作两年（RA），工业界工作一年，薪水4k，IT类民工行业，主申请人，老婆国内重点本，nus硕，医院工作，dpr申请人。","通过","2012-05-14","null","2012-09-09 8:27"
"","eddychow1979","男，6月14日第二次申请PR,8月31日批准！ 来新7年，2009年持SP至今。新加坡高级大专，现物流部门经理。工资3000。","通过","2012-06-14","2012-08-31","2012-09-03 0:46"
"","fdym","本人主申请人：2008年3月来新，P2，基本工资：6500，国内Top5 Master。 老婆：2008年3月来新，SP，基本工资：2100，国内Top10本科。 小孩2岁半在国内。 09年申请过一次，被拒，当时工资很低，加之来新时间短，被拒在情理之中。这次是第二次申请。 祝愿大家还在申请的好运！","通过","2012-03-28","2012-08-29","2012-09-03 0:44"
"","Eric","一家三口申请。老公是主申请人。 老公：来新4年多，P2，月薪6500 老婆：来新4年多，SP，月薪2000 小孩：2岁半，在中国。 8月29号拿到信，历时3个月。","通过","2012-05-28","2012-08-29","2012-09-01 14:52"
"","bladewolf","老公是SM1,在新10年,去年国大毕业 EP P2. 今年2月申请ROM,3月申请的PR。 我拿DP+LOC在工作。 3月26申请，8月28approve. Good luck to all~~~","通过","2012-03-16","2012-08-31","2012-08-31 14:54"
"","Jeffruby","夫妻二人共同申请，男来新五年，本地PhD在读，最后一年转part-time拿EP半年后申请，申请时PhD尚未毕业工资仅2900；女拿Student pass来新三年本科在读无收入。这样的家庭收入算是非常低水平了，本以为需要拿到PhD学位工资涨到4500才有可能批下来，结果李显龙国庆讲话之后就批了——批准我的officer真是一个胆大的人呀。PS:虽然工资较低，但所做工作属于本地看重的尖端科技，看来政府还会关照自己需要的人才的。","通过","2012-05-12","2012-08-30","2012-08-31 14:34"
"","eemmo","单身女，本地大学本科毕业，工作9个月，管理咨询。薪水6000+，有雇主的推荐信。","通过","2012-05-22","2012-08-08","2012-08-30 2:58"
"","思思格","PR 今天终于批准了。熬了5个半月。条件分享 老婆是主申请人。 在新7年。 老公在新4年。 家庭收入超过9K 老公老婆都是新加坡本地毕业。老婆本科，老公硕士。 第一次申请PR 高兴中。。。。","通过","2012-03-03","2012-08-17","2012-08-29 14:48"
"","蘑菇馅包子","我本人2011年10月底来新加坡注册结婚，我本人国内普通本科，结婚后拿的是一年的LTVSP，本人没有做工。老公是公民，刚工作一年多，工资不高， 结婚后不到六个月去申请，4月14日申请，8月10日网上approved.刚才拿到信。 开心~","通过","2012-04-14","2012-08-14","2012-08-29 14:48"
"","yugo","登岛有5-6年了，simm毕业的，工作有3年了，工资1800（我知道不多，大一点的公司都他妈这笔样，不想着大公司，稳定么）。我老婆是PR，她给我申请的。","失败","2012-03-22","2012-08-22","2012-08-29 14:46"
"","sabrinachen78","老公马来西亚公民 英国master毕业 之前EP2 老婆 中国公民 英国master毕业 待业","通过","2012-07-24","2012-08-24","2012-08-28 12:36"
"","sony","本地phd，单身女，p2准证，工作半年。","通过","2012-03-07","2012-08-18","2012-08-27 5:10"
"","rong","EP 月薪3000，来新两年，国内本科，求好运。","失败","2012-06-22","2012-08-21","2012-08-21 2:45"
"","xianshiweizhu","今天看到的。在新加坡小学，中学，Poly毕业，现在在本地银行工作。工资2K+来新加坡11年","通过","2012-03-13","2012-08-20","2012-08-21 0:28"
"","Zuomeng","7个月的等待后今天被据了. 前几天还觉得办事效率太慢,现在被据了,总算是有了个结果. 可能条件太差了. PR 4年，大专，2000底薪+1800~2000 加班费和补贴。 每月大概4000元，给大家个参考。","失败","2012-01-11","2012-08-11","2012-08-15 3:12"
"","baozi","我本人2011年10月底来新加坡注册结婚，我本人国内普通本科，结婚后拿的是一年的LTVSP，本人没有做工。老公是公民，刚工作一年多，工资不高， 结婚后不到六个月去申请，4月14日申请，8月10日网上approved.刚才拿到信。","通过","2012-04-14","2012-08-10","2012-08-15 3:08"
"","Tiffany888","老公帮我申请，我來新三個多月，高中畢業，一月註冊，老公新加坡人，收入7k多。","通过","2012-06-29","2012-08-10","2012-08-12 17:40"
"","naraxuan","老公PR4年，basic salary4500，gross5800，老公SC申请中。我是国内本科，acca，没有工作，结婚3年半，没有孩子，来新5年，中间回国2年，","通过","2012-04-02","2012-07-30","2012-08-02 18:14"
"","Frank","老公来这边六年，NP diploma 三年，毕业薪水1700等了36天拿到PR，之后工作三年，薪水去年gross 3000，我们2010年这边注册，之后我在这边工作一年多，薪水gross 1500，去年申请四个月给批了，我也惊讶！ 偶然看到这里，很感叹看不懂，这里一大堆能人啊，批了没批没个标准，政府的心思猜不懂啊，个人觉得本地读书拿的文凭比较有优势啊。 祝各位同胞顺利！","通过","2011-6","2011-10","2012-07-31 15:23"
"","jenniferwan","DPR，老公是大马人，结婚注册不到两个月后递交PR申请，5月初收到补充父母材料的申请，因为刚好怀孕，就一并上交了怀孕证明并附上一封自己写的申请信。 本人来新4年+，Msc Degree，薪水3.5k+,老公薪水3k+，之前自己单独申请两次都被拒，这次刚好三个月！","通过","2012-04-11","2012-07-11","2012-07-26 8:35"
"","xiexiaobai","DPR，2月17号申请，2月28补资料，之后一直pending, 7月13号更新资料（提升），今天7月26号早上网上状态变成approved, 下楼查信发现已收到，应该是昨天25号收到的信，信上说是23号approved. 男，国内重点大学本科+研究生毕业（2010），国企工作一年辞职，11年10月来新，11月底工作，EP，码农，薪水3000。12年6月涨薪到3500。 老婆：03年SM3到NUS读书，08年毕业，当年拿到PR，12年7月份拿到NUS的Parttime Master学位，basic薪水目前4000+。","通过","2012-02-18","2012-07-23","2012-07-26 2:42"
"","phillipz","单身男，来新将近两年，在这里读了一年master，基本工资3000+，EP， 希望很小，但是还是想试试","失败","2012-05-19","2012-07-25","2012-07-25 3:59"
"","miranda","一家三口申请，来新一年多，都是硕士，EP P2。老公是主申请人，月薪8000，我月薪6000，女儿在新出生，6个月。","失败","2012-05-12","2012-07-19","2012-07-19 3:59"
"","2046","2008年11月来新加坡，从事IT工作，月薪4000+, 未婚，一个人申请。祝大家好运！","通过","2011-12-08","2012-07-16","2012-07-16 14:54"
"","VC","单身男，SMU，来新5年多。EP工作8个月。自己申请。工资3000. 焦急等了4个月，终于批了，看来本地大学的优势还是在的。","通过","2012-03-15","2012-07-14","2012-07-14 16:00"
"","HELENA8808A","SPASS 工作准证不到两年，薪水现在是1900 。以前是WP 准证，同时在读ACCA ，现在第二阶段完成了，国内是大专文凭。第一次申请，结果是悲剧。哎，只能是再努力提升自己了。","失败","2012-05-10","2012-07-13","2012-07-13 3:35"
"","gujibuji","老公帮我申请，他来新10年，08年拿pr，工资一般，basic 不太到4000, 本地私立学历。我本人国内本科，香港硕士，现在博士在读，拿普通的政府奖学金，来新3年。","通过","2012-02-11","2012-07-10","2012-07-13 12:50"
"","249","供参考。 国内985本科，硕士。新加坡在职硕士（这个月毕业）。 EP Q1三年半。engineer, basic 3500, gross 3900. 四月底申请，六个星期就被拒了。 在考虑拿到毕业证再申请或者等几个月满四年（但好像看到有人四年renew EP被拒）再申请。","失败","2012-04-28","2012-06-23","2012-07-10 13:08"
"","fei10","3月13号提交的申请，中间自己主动补充过今年的税单和人寿保险资料，今天收到信，信是4号发出来的。 分享一下条件：欧洲小硕，工作现在三年整。p2，薪水4000+，已婚，老婆是本地parttime博士，还没毕业。sp,薪水3000+ 终于等到了。","通过","2012-03-13","2012-07-04","2012-07-10 13:03"
"","brs","我25岁，女生，单身。2001年底来新加坡读中学，然后新加坡理工，2010年毕业，去年在本地银行工作拿EP-Q1了2个多月，辞职，3个月后，2011年底又找个工作EP-Q1工作4个月，4月17日第1次申请。就这样","通过","2012-04-17","2012-07-07","2012-07-10 13:00"
"","HenryKoh","条件如下： 07年毕业就来新，国内211,985重点本科，到今天4年零9个月，之前四年Q1准证，交材料时P2准证，薪水4500，和老婆一起申请，老婆来新两年半，S准证，国内大专，交材料时怀孕，交完材料一个月辞职回去休养去了。 等宝宝生下来准备再申请一次，再不成功的话，就准备回国了","失败","2012-03-15","2012-07-07","2012-07-10 12:55"
"","apple","才两个多月就批准了，条件和大家分享下： 2011年poly毕业，工作4个月申请的，薪水低低低到不行，EP准证，申请一个月的时候收到信让补交过材料。2个半月批准。 我的底薪不到2000，因为申请的时候还是试用期，又经常请假，有几个月的月薪都被扣到1000块左右。没想到这么快就批了","通过","2012-04-18","2012-07-09","2012-07-10 12:52"
"","kure","和孩子（1月新加坡出生,日本护照）一起申请。老公是4年pr, 本人sp，来新1年多，3000+月薪，日本护照。","通过","2012-03-27","2012-07-06","2012-07-06 5:38"
"","Fabrina","先生是新加坡人，军队工作。申请时结婚3年半，无小孩，本人澳洲大学学历。之前在澳洲生活，刚来新加坡。","通过","2012-01-21","2012-06-28","2012-07-05 8:28"
