"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","希望快批","99年 女, 来新加坡两年， 从事it工作，申请已经十个月多，九月尾发邮件询问，现在还在等待中。。。","等待","2022-11-20","null","2023-10-02 12:42"
"","nil","30岁，来新五年，ep，程序员，月薪11k，三月初申请，九月收到补充家庭成员信息的邮件，目前等待中。","等待","2023-03-05","null","2023-09-29 13:15"
"","qingcheng","it从业者。全家三口申请。老婆2023年2月来坡。我2022年4月来坡,申请时在坡呆了一年半,我硕士 老婆还未工作,小孩大约4岁","等待","2023-09-20","null","2023-09-29 12:50"
"","哈哈哈哈哈哈","1、EP，月薪11K，老婆DP无工作 2 985本+硕 码农 2021年9月来新，老婆22年7月来新，提交2个月后更新了涨薪记录，求好运","等待","2023-07-23","null","2023-09-29 00:18"
"","还行","1 EP， 月薪9000。
2 本地的互联网大厂software engineer。
3 年龄32。
4 已婚，无娃。
5 国内top2本+美硕， 天坑专业。 工作3年后转行到码农，现在4年码农经验。
7. 21年6月从上海来坡， 23年1月25号申请， 23年9月11号刷到4条线且不能重复申请， 9月15号刷到cpf, 9月16号approve.   9月25号issue。","通过","2023-01-25","2023-09-25","2023-09-25 21:29"
"","第一次申请不过就走","S Pass,中学毕业,来新一年半申请，data center operator,monthly gross salary 3.5K","杯具","2023-04-17","2023-08-31","2023-09-23 17:41"
"","落花流水","S Pass，在新十年，本地中学和本地Poly，2021年毕业后2022年开始工作 制造业销售 工资3k 9月15号通过","通过","2023-04-03","2023-09-15","2023-09-22 22:29"
"","转运转运","985本，美硕士，来新2年","等待","2023-06-01","null","2023-09-21 15:33"
"","toto中100w吧","33 M IT 10K EP  国本英硕 20年底来新 刚提交希望幸运","等待","2023-09-20","null","2023-09-20 14:32"
"","helloworld","国内985本，NTU Master，17年来坡，EP, 月薪8.5k，半导体行业，22年9月提交申请，23年9月19号刷出4条线+不能重新申请，应该是稳了？","等待","2022-09-07","2023-09-19","2023-09-20 11:53"
"","想要幸运的孩子","来新18年 本地中学 私立大专私立本科 本地银行做工。15/09/2023 刷出cpf 而且不能再申请","通过","2022-07-20","2023-09-18","2023-09-18 16:13"
"","qqgoodluck","私立本科，来新10+年

EP， 申请过3次

8个月了，还没消息，给我通过吧","等待","2023-01-21","null","2023-09-18 15:20"
"","明明白白","单身女，NUS硕士一年半+EP工作2年半，整整6个月后看到4条线，不能重新申请，目前已经approve了，祝所有小伙伴们好运","通过","2023-03-08","2023-09-08","2023-09-18 14:21"
"","卡比兽","95后，18年来新，有本地硕士学位，ep，工资<4000,等了一年没消息后发邮件催了一下ica然后8.21回信+四条线，9.1刷出cpf。","通过","2022-08-12","2023-08-31","2023-09-15 12:51"
"","上帝会眷顾善良的人","来新加坡8年，第二次申请，目前Ep 准证，底薪7K+, 孩子和妻子Dp准证，个人申请7个月，现在pending，相信好运将要来，上帝祝福我

已经12个月了，今天刷到4条线，上帝爱我，期待批准","等待","2022-09-12","null","2023-09-13 15:09"
"","花噜噜噜","中国夫妻 2022年1月来新 
男 EP 211本科 IT 
女 DP 普通本科 不上班
没小孩
2023年3月交完第一次税申请
2023年7月自己更新涨薪
中间没有被联系补充信息
人品太好？有点不可思议","通过","2023-03-04","2023-09-07","2023-09-10 15:48"
"","蝈男666","而立之年，三口之家，IT 男主申。11 个月通过。","通过","2022-07-07","2023-06-01","2023-09-10 14:24"
"","00求好运","ep 男 35岁带国内老婆和2 男娃申请，国内本科月薪7.5K，化工环保业，来新16年，杯具3次，第4 次申请，希望好运","等待","2022-10-17","null","2023-09-09 09:56"
"","nathon","中国人，M，30，来新加坡2年多一点，国内双飞本科；EP带两个DP(DP来10个多月)，薪水10k；期待有好运","等待","2023-08-20","null","2023-09-08 16:00"
"","很需要很诚心想拿PR的人","马男 餐饮服务业 EP 薪水3k 来新2年 WP 1年 EP 1年
希望保佑 大家加油","等待","2022-12-09","null","2023-09-08 10:33"
"","兔子","LTVP holder, 31 yrs old. 25/08/23, ICA officer requested for additional doc. ICA application portal showed 4 lines. 
Still pending status as of 03/09/23. 

Update as of 06/09/23:
Able to do the application on CPF portal. Submitted the application.

8/9/23, 0100hrs, received email from ICA that our PR applicatio. has been approved. To complete the IPA for formalities.","通过","2022-06-23","2023-09-08","2023-09-08 07:22"
"","aoeui","21年上半年来新, 国内211本科，32M，IT，9K，祝大家好运","等待","2023-09-05","null","2023-09-08 01:09"
"","PM@SG","Bro from CN, around 25 yrs old only, got 985 undergrad and NTU/NUS master, worked in SG for 2 yrs before applying leh. Salary? Confirm higher than 90% of ppl same age one!","通过","2023-02-21","2023-08-02","2023-09-07 22:35"
"","独孤","国内top3博士，国内985本科。没到30。
来新一年多申请PR，结果悲剧。我只能说ICA眼瞎，顶尖人才不要，那就算了，此处不留爷，自由留爷处,你们别后悔","杯具","2023-03-30","2023-09-07","2023-09-07 16:42"
"","伊斯坦布爾奇蹟","馬來西亞人，EP，月薪6.6k，來新9個月，連1DP一起申請","等待","2023-04-25","null","2023-09-07 14:42"
"","好事发生","SM2 EP 毕业五个月申请 工资 ~7k","等待","2023-01-10","2023-09-07","2023-09-07 13:55"
"","大菲柱0099","中国人，26岁，澳八大本，NUS硕，21年7月来坡读master，IT行业，EP，薪水一般，申请时工作一年多，不抱太大希望，但也求好运","等待","2023-09-07","null","2023-09-07 12:28"
"","迪迪","6.6k金融业Spass，19年来新加坡工作","等待","2023-02-07","null","2023-09-04 20:37"
"","小花","DPR一年，帮女儿申请，等待中。8月22日查到四条线，9月3日刷到批准","通过","2022-11-03","2023-08-31","2023-09-03 14:40"
"","GWS","Degree, Bio Science,  EP holder, 4k, here since 2010 for tertiary study + work.","等待","2023-01-15","null","2023-08-30 09:01"
"","冲一把","大家工资都好高，来拉低平均值：双EP，都是国内985本，新加坡硕。主申请来新6年，从sp做起换到EP，申请时30+/薪水7k/IT工程师。副申请来新2年，1.5年念master，申请时23/制造业工作半年/薪水5k","通过","2022-11-14","2023-06-14","2023-08-29 20:54"
"","ax","17年底来新 第一次申请等待10个月后悲剧 94年中国人 data方向 10K EP 第二次申请，希望通过","等待","2023-06-16","null","2023-08-29 14:07"
"","叶莉","99女，来新一年半，base9.5k, 本科学历，求好运","等待","2023-08-28","2022-10-05","2023-08-29 10:54"
"","躺平刷题等PR今天润了没群某鼠","2020年来新，两年半左右申请，从事IT工作，6个月时收到邮件补充家人资料，主动更新加薪，10个月左右通过。","通过","2022-10-21","2023-08-03","2023-08-25 23:43"
"","AJ","Master, Computer Science, IT Senior Director. 39ys. OnePass holder + 2DP. Stayed 2 years in SG, 2nd times.","等待","2023-04-10","null","2023-08-25 11:39"
"","xxxx","单身女，国内985本nus硕，21年3月来坡，工作两年17/3/2023申请第二次，14/08/2023偶然发现四条线，23/08/2023刷出cpf，25/08/2023网站刷到approve","通过","2023-03-17","2023-08-25","2023-08-25 00:39"
"","Pindelaskin","2020年来新。一家3口申请，人到中年，看看能否在坡县安家下来。2023年5月10日收到邮件补本科阶段材料。5月23日刷到4道杠。6月2日刷出cpf。6月5日收到approval。感谢。","通过","2022-08-17","2023-06-05","2023-08-22 07:57"
"","Pokémon","SM2，EP，4.5K博士在读，拿到4个月工资后申请。
8月18日收到ICA要求的补交材料email（父母CV和payslip），补交之后询问ICA申请状态。","等待","2023-01-20","null","2023-08-19 23:04"
"","ac","一家三口 女985硕 新加坡IT 来新八年 第二次申请 家属海外博 DP 中国工作 男孩N2 有公寓 补充学位原件之后两个工作日出现四条杠且不能重复申请 一个星期后刷到CPF 两天后approved。七个月出结果。祝大家也顺利通过","通过","2023-01-19","2023-08-18","2023-08-18 15:19"
"","不掉马甲","(2023.2.23) 申请，SM2，互联网，工作半年申请，EP, ~7k；(2023.4) 更新，涨薪，8k+；(2023.7.8) 四道线；(2023.7.25) 系统批准时间；祝大家好运","通过","2023-02-23","2023-07-25","2023-08-18 08:08"
"","WEY","一家三口 中国人 建筑业 NUS Part time Degree 来新10年 主申请人 收入6k+ 第四次申请 希望这次过过过","等待","2023-06-14","null","2023-08-17 10:14"
"","Austin","NTU ms，中国大陆人，it小公司拿ep申请，申请时候来新加坡两年多","等待","2023-08-05","null","2023-08-15 11:40"
"","zzzzzz","96年，单身男，底薪4900+提成，BCA diploma，Kaplan-Dublin本科，建筑业，来新10年，三次申请杯具，第四次申请还在pending。11个月了。批准

批准了~~~~~！！！！","通过","2022-09-13","2023-08-10","2023-08-14 22:58"
"","你好","90年，中国人，单身男，985本，IT行业，18年来新，20年第一次申请，六个月被拒，申请时薪水9k。22年第二次申请，申请时薪水14.5k，14个月通过。","通过","2022-03-01","2023-05-01","2023-08-11 11:51"
"","howsunam","国内本，NUS博+在职博后, 双EP，带配偶申请。Pending 2个多月, 收到邮件要求补交材料。4月20变成4条杠，等待两周后显示approved。回馈论坛，感谢群友帮助，祝大家顺利~","通过","2022-12-25","2023-05-06","2023-08-10 12:43"
"","zzyy","夫妻带俩女儿申请 在新12年主申请人 basic8k+ 国内本ntu part time master, 8月3号上传按钮消失8月8号查询到cpf number,8月10号显示批准，批准日期8月7号","通过","2022-10-30","2023-08-10","2023-08-10 08:19"
"","Jesssssss","SC太太Sponsor,20年ROM后立即申请等待一年杯具，这次结婚已满3年并且太太有房，希望可以通过~ 本人国内本科持LOC做f&b","等待","2023-03-13","null","2023-08-08 15:12"
"","Chriscwx ( IG)","99年 ，马华，本科金融在读（SIM University of London) , 来新两年半申请，14个月批准，spass ，bank officer","通过","2022-04-06","2023-05-28","2023-08-07 03:49"
"","adnap","男生27拿ep，SM2，本地cs phd，毕业半年申请","通过","2023-02-20","2023-08-05","2023-08-07 00:24"
"","nya","ep, sm2, 女，23岁，cs part time phd 在读","通过","2022-01-27","2022-11-27","2023-08-07 00:22"
"","jzhw0130","EP + 2DP，国内本硕，在坡5年的码农，工资9k，2022-12-05申请，2023-07-21四条杠，2023-08-04刷到CPF，2023-08-06 approved","通过","2022-12-05","2023-08-06","2023-08-06 15:54"
"","PR许愿","中国29岁单身男 来新9年 建筑业, BCA diploma + 英国本科, 5k+. 第一次申请等12个月杯具。这是第二次申请PENDING
过了！现在已经准备拿卡！","通过","2022-09-09","2023-07-17","2023-08-05 08:27"
"","maomiw","EP, 男，年龄50+，半导体行业管理层，来新6个月提交申请，已经等待12个月，求好运，盼佳音","等待","2022-08-16","null","2023-08-02 16:58"
"","hengla123","EP + WP 马来西亚夫妻  共同申请
2023 年 7月3号刷到4条线不能重新申请 到现在还刷不到CPF。
2023 年7 月29号刷到CPF number
2023 年7月31号刷到APPROVED. 一共 历经了29天 终于等到结果了","通过","2022-05-16","2023-07-31","2023-08-01 13:29"
"","CC","中国人，中学来新，Poly， 毕业后工作拿SP（互联网行业）+Part Time本科，工作一年后申请","通过","2022-11-11","2023-07-23","2023-08-01 12:17"
"","Kevin","EP，男，32，单身，985本硕，来新1年有一次纳税，月薪12k","等待","2023-07-26","null","2023-07-31 11:37"
"","盼望","来新8个月后提交申请，期间交过一次税，提交3个月后配偶先拿到小蓝卡，然后更新了配偶信息和涨薪情况，目前5个月还在等待中","等待","2023-02-28","null","2023-07-30 18:15"
"","我是一只小小鸟","中国人，EP+DP，985硕+985本，IT业，来新2年时夫妻共同申请，插眼求好运","等待","2023-06-29","null","2023-07-30 12:44"
"","咖喱味泡芙","SP第一次申请，来新近五年，33yrs 女，中国人。从事财务工作， 4.5k，ACCA，等待11个月通过。也祝大家都好运！","通过","2022-08-23","2023-07-22","2023-07-29 17:25"
"","工地王一博","国内本科，建筑行业SP5.5K, 来新十年，一家三口带孩子一起申请，PENDING。","等待","2023-05-10","null","2023-07-29 15:36"
"","anzhu","夫妻共同申请 EP+STP 中国人 来新加坡5年

20/01/2023 收到ICA补充家庭成员工作经历的email

14/07/2023 查看到四条线且无法重新申请

29/07/2023 刷到CPF","通过","2022-09-20","2023-07-28","2023-07-29 08:32"
"","杜仲","中国 30男 ep 2016年来新master 国内985本科 第一次申请
历时15个月
7.25刷出cpf，7.27ica显示approved","通过","2022-04-27","2023-07-24","2023-07-28 16:57"
"","aaali","EP，女，985本硕博， NUS 做research， 7k+， 来新3年；已婚，老公pr, NUS phd, 来新16年, 儿子不到1岁。
申请过程：来新不到1年开始申请，22年8月补过父母工作信息，23年5月写邮件询问，6月底四条线不能重新申请，7月11号刷出CPF。感恩！","通过","2021-12-11","2023-07-28","2023-07-28 11:50"
"","每颗榴莲都有它的脾气","90后，大陆男，单身，985本，US硕，大陆工作6年，来新1年零2个月提交PR申请，申请时持EP，2022年6月换成PEP。互联网行业，年薪20W+新币， 2023年7月13日查到ICA网站4条线，2023年7月24日刷到CPF，7月25日凌晨ICA网站显示Approved。ICA 出具的IPA信件上显示批准日期是2023-7-22。祝大家好运！","通过","2022-11-30","2023-07-25","2023-07-26 10:56"
"","一家之主","PhD, NTU SRF, 8k+, 太太不工作，有一个5岁女儿。19年中来新，第一次申请4个月拒，这是第二次","通过","2022-07-30","2023-07-10","2023-07-25 21:22"
"","努力的打工人","EP, 单身马来西亚女生，从事会计6年多。申请时来新10年，有新加坡私立大学和poly文凭","通过","2022-06-23","2023-07-11","2023-07-25 16:07"
"","晚丸","夫妻一起申请 来新12年 建筑行业 女:NTU part time 家庭收入10k+ timeline:2022年12月2日申请 2023年7月8日四条线 2023年7月25号刷到cpf 从四条线到刷到cpf历时17天 祝大家好运","通过","2022-12-02","2023-07-25","2023-07-25 11:22"
"","PR申请求好运！！！！！","EP女，在新工作两年，第二次申请，博士","等待","2022-11-22","null","2023-07-25 10:22"
"","blabla","新加坡留学拿了diploma和 degree cert,现工作两年半拿SP 工资3.2k. 在新加坡待了15年","等待","2022-09-03","null","2023-07-24 10:27"
"","X","国内双非新加坡硕，来新两年半，结婚三个月老公sponsor 本人EP老公PR8k+。10月16申，5月15四条线，5月27通过。等结果时用论坛的通过数据做了个统计图，最后等待时间和数据预测的差不多，哈哈特此回馈一下论坛！","通过","2022-10-16","2023-05-27","2023-07-19 09:49"
"","为什么这么慢！！！！","2022 年 十一月申请，6月24好刷出四条线。到现在还没消息！！怎么这么慢啊啊啊啊啊啊啊啊啊啊","等待","2022-11-01","null","2023-07-19 08:58"
"","Mark","台灣人,EP,38歲, IT產業,與兩兒子來新一年兩個月後申請 (大兒子剛考上政府學校,小兒子就讀私立學校)+老婆37歲(在台灣) 一家人申請","等待","2023-05-17","null","2023-07-17 14:35"
"","0x01","单身男，35岁，国本美硕，EP来新9年，第三次申请。等了一年，6月中收到ica邮件通过。","通过","2022-06-15","2023-06-15","2023-07-17 14:18"
"","wecanmakeit","英国本硕，ltvp， 金融行业，来新两年。祝愿大家都能通过。ltvp应该等一年就可以批下，ica已经刷到通过了。","通过","2022-08-02","2023-07-15","2023-07-15 01:10"
"","xxxxxx","俩人来新十年+ private u, SMU master, rom后提交 家庭12k  
6.23刷到四条线 7.14刷到cpf(现在真的要21天啊啊啊","通过","2022-04-22","2023-07-14","2023-07-14 14:17"
"","Bb","马男 SP 32岁 无学历 职业：日料厨师长 $6000 在新13年 2021/第一次申请6个月被拒。 2022第二次申请。业务扩张 薪资提升20%  2023/2月通过","通过","2022-09-08","2023-02-22","2023-07-13 14:51"
"","littleflowerinsg","EP, 29歲, 台灣人, 個人申請, 申請時大概在新加坡工作1.5年, 繳過兩次稅; 前一週剛拿到PEP, 預計換卡後再跟ICA更新一次資料, 求好運","等待","2023-04-26","null","2023-07-10 20:54"
"","evm","主申请人EP，来新2年，带2DP第一次申请，希望一次过","等待","2023-04-28","null","2023-07-10 01:03"
"","Leetcoder","来新快一年 收入快6k
60%税买了一套condo 含税194万新元

不到四个月被拒
鼠鼠我要润日了
房子租给其他鼠鼠
可惜我的订制装修了","杯具","2023-03-18","2023-07-02","2023-07-06 23:37"
"","panda","主申请人EP，金融行业, 10年+工作经验，申请时来新10个月。 带2DP一起申请（老婆+孩子）。
6月22显示Approved.","通过","2022-08-18","2023-06-22","2023-07-06 23:05"
"","telfilis","两口来sg 一年半 & 一年，都是码农EP，工资还行，刚提交申请。
目前已经等了6个月还是两条线，求好运

6.1刷到四条线+不能重新申请，每天等刷cpf中

6.10 刷到cpf, 6.12看到approve

7.6完成formality","通过","2022-09-12","2023-07-06","2023-07-06 20:09"
"","哎哟哟","马来西亚男/26岁/IT/EP/薪水3000+/来新4年/kaplan degree (first class honours)/等了两月多 希望能快快批","等待","2023-04-25","null","2023-07-05 12:32"
"","皮里","马来西亚女，26岁单身， S Pass，英国大学 Degree 文凭 (First Class Honours)， 来新加坡工作快一年了。第一次申请。","等待","2023-07-03","null","2023-07-05 11:09"
"","xxxxxzzzzz","中国，女，来新四年，master一年，工作两年半，第一次申请，半导体跳医疗","通过","2022-11-11","2023-06-22","2023-07-04 19:15"
"","阿克琉斯","来新8年，国内本科，NUS硕士，第一次申请，月薪10K","等待","2023-04-12","null","2023-07-04 15:16"
"","Apple","单身 24岁 Poly毕业
spass holder 
2021.04.20开始工作 半导体制造业
2021.10.26六个月提交PR申请
2022.03.31补交payslip
2022.06.01跳槽fabless
2022.08.11收到ica邮件要求补交三个月payslip+父母兄弟姐妹工作信息
2022.12.07提交新工作六个月payslip，被告知不需要重复提交文件
2022.12.15刷到ica四条线+无法再次申请
2022.12.30 PR approved","通过","2021-10-26","2022-12-30","2023-06-26 14:18"
"","syskk","来新2年，26岁，年薪300k，IT行业，养老型美企，月base 16k","等待","2023-03-01","null","2023-06-25 23:22"
"","dd","SM2 互联网 NTU本科毕业刚工作3个月申请
05-27四条线","通过","2022-09-18","null","2023-06-22 13:07"
"","lllllllc","CN, SP, 来新10年多，建筑行业，已经pending 13个多月了，许愿PR","等待","2022-04-27","null","2023-06-21 13:26"
"","XDDRW","70岁老妈LTVP，16/12/2022儿子SC担保申请PR。19/06/2023刷到4条线，期待后续结果。","等待","2022-12-16","null","2023-06-19 13:00"
"","Harry 要拿PR","国内 C9 NUS 一年硕，99年出生，来坡大约1年半，从事大宗商品贸易，目前EP。希望可以通过。","等待","2023-05-21","null","2023-06-18 21:48"
"","南洋大蝙蝠","码农，一年十个月速通pr","通过","null","null","2023-06-17 12:59"
"","voodooyangsm","2022.4第一次申请，一直PENDING (独自一个人申请， 因国内封城，家人护照都过期），2023.6.16四条杠，但可以重新申请（with family)。 NUS在读PT MASTER,CBD上班，14K，41岁","等待","2022-04-16","null","2023-06-17 11:01"
"","lvzhifeng","中国男 29 单身 来新快三年了
base near 9k IT
985本科

5月17号刷到4条线
5.31 CPF step5  6.2 approve","通过","2022-06-29","2023-06-02","2023-06-16 10:43"
"","林溪","C9本科毕业，金融行业程序员，来新加坡一年四个月申请，大致时间线：

T 提交申请
T + 100 换工作重新提交了 Annex A
T + 180 给 ICA 写信问六个月了为什么还没有结果
T + 192 收到 ICA 的回信，说还在审批中，但是当天刷出申请界面四条线，且不可重新申请
T + 200 可以做 CPF 健康申报，有 ICA ref number
T + 202 凌晨收到 ICA 状态更新的邮件，打开网站发现 Approved","通过","2022-11-26","2023-06-16","2023-06-16 08:52"
"","那座山那条河","EP申请，中途更新成了PEP，头部互联网公司程序猿，10K+，国内普通本科，22年来新，带两娃。6.14刷到4条杠。","等待","2023-02-13","null","2023-06-15 13:10"
"","Happi","SP金融狗，申请时6k，家属和孩子DP，家属自雇，今年5月提交涨薪15%，不过公司一直给额外17%的cpf现金，5月尾发email催ica，回复还没这么快，结果今天就发现四条线不能重新申请，国内211本，新加坡工作10年，中途回国一年，被拒3次，希望给小伙伴们借鉴","通过","2022-05-11","2023-06-13","2023-06-14 00:26"
"","zzz","单身，男，在新6年（读书+工作）","等待","2023-06-11","null","2023-06-13 16:19"
"","Leo :)","国内本 NUS硕 男，29岁，单身， 7k, 六年，第二次申请，希望好运, 26-May 刷出四条线，9-Jun 刷到CPFnumber。11-Jun刷出ICA approve， 看是08-June批准的。 祝大家好运：）","通过","2022-08-10","2023-06-09","2023-06-12 14:08"
"","本校是教育部批准的具有高等学历教育招生资格的普通高等学校","来新一年，带 DP 伴侣一起申请。国内双非本科，收入 9K，27，IT 行业，求好运","等待","2023-06-12","null","2023-06-12 11:06"
"","Chen","一家三口申请
女马来西亚人主申请男娃在马来西亚
先生中国人都是干服务业 总收入10500k 
两夫妻只有普通大专","等待","2022-09-29","null","2023-06-11 17:25"
"","gramatic","来新一年，带DP伴侣一起申请，国内Top4本 IT行业，30岁不到，年入600k, 月base 30k","杯具","2023-01-09","2023-06-10","2023-06-10 18:52"
"","qvq","sm2，互联网，工作四个月申请，时间线：20220918申请 -> 20230527四条线 -> 20230608刷到CPF -> 20230610刷到Approved，系统Approved时间是20230607,  祝大家好运！","通过","2022-09-18","2023-06-07","2023-06-10 02:42"
"","uuss","国内双非本科，男，收入8K，单身，年龄32，EP身份。来新加坡4年后在2022年8月提交申请。在2023年2月提交了在新加坡购买Life Insurance，Hosiptalization Insurance以及捐款给慈善机构的证明和信件。2023年4月获批。","通过","2022-08-05","2023-04-06","2023-06-10 01:40"
"","idk","中国人，男，单身，28。nus本科，工作6年，ep，来新11年。base 9k。杯具了六次，再申一次吧。","等待","2023-05-09","null","2023-06-09 17:12"
"","QYPZKX","中国家庭，在新超过10年，第一次申请，主申请人新加坡毕业本科/ EP准证, 带2儿子和爱人，其中一个孩子政府学校，家庭收入13K，期待好消息，进来贴贴好运！","等待","2022-12-12","null","2023-06-07 20:53"
"","I","中国人 / 男 / 34 / 来新7年 / 国内本NUS硕 / EP 本地工作快5年
这是第四次申请了求好运，第一次申请6个月拒，第二次和第三次都是4个月秒拒

6/6/23 刷到四条线不能重新申请","等待","2022-06-18","null","2023-06-07 17:56"
"","啊贤","Malaysian 95年 来新8年多， S pass（ 教育工作领域）","等待","2023-05-03","null","2023-06-07 16:28"
"","开心","6月6号完成formality,特来回馈
双EP中国籍带1女娃，太太主申，5月18号4条线，26号早上8点CPF，28号0点刷到approve(IPA上写25号approve,interesting) ，一直没见大信封，用approve页面的outcome documents打印填写，6月6号formality，静待小蓝卡
祝大家一切顺利！","通过","2022-10-04","2023-06-06","2023-06-06 20:49"
"","斑马","211本科（NTU交换过一学期），2019年春季NUS计算机硕士，毕业后一直科研工作，工资略低于EPbaseline，来新4年半","通过","2022-10-03","2023-06-04","2023-06-04 15:29"
"","ufo","夫妻双EP，985，IT行业，主申请人21年7月来坡，配偶22年10月EP来，22年12月申请，5月四条线+approval","通过","2022-12-15","2023-06-01","2023-06-04 13:17"
"","陈","PTE , EP, Shift Associate Engineer","等待","2023-05-01","null","2023-06-04 09:51"
"","Auspices","来新四年全家三口申请，985本Top美硕，美资商业分析13k，希望有好运","等待","2023-05-31","null","2023-06-01 19:05"
"","sadle","31岁，IT， AI方向，来新6年，中间面试了一次","杯具","2023-05-29","2023-05-29","2023-06-01 03:11"
"","躺平刷题等pr群某鼠","it男28，国内985毕业，来坡两年，刷到四条线，希望通过.
更新，5.29刷到通过，鼠鼠终于不用担心被裁了。","通过","null","null","2023-05-29 16:04"
"","会被幸运看到","历时7个月申请到PR, 现在(相隔3个星期)sponsor配偶申请PR, 相信这次也会一次通过的(*^▽^*)","等待","2022-08-11","null","2023-05-29 14:56"
"","接下去的幸运人生","96年,马来西亚人, LCCI Diploma 在新加坡半工读一年。换公司拿SP两个月后就申请 (之前都是WP), 没有被要求补交资料。7月5号ICA显示approved (历时7个月)。申请时 在新加坡生活才3年5个月。 很意外地一次通过, 传好运！","通过","2021-12-06","2022-07-05","2023-05-29 14:55"
"","dbgdbg","双EP，咨询搬砖，老公美本新加坡研究生，老婆美本香港研究生，~30岁，家庭收入Top~10% ，来坡一年半。继续续EP搬砖喽。要不要抓紧九月前再试一试PEP？","杯具","2022-10-01","2023-05-31","2023-05-28 22:44"
"","mushroon","C9本+NTU硕士，已婚，来新快6年，半导体行业，月薪5.5K，第二次申请，求好运！！","等待","2022-12-09","null","2023-05-26 11:04"
"","FAPPP","Malaysian chinese 25M, CS Degree, studying part time Master of Science, applied after 7 months of work.
26 apr: 4 line, cannot reapply
18 may: approved
approved within 8 months","通过","2022-09-02","null","2023-05-26 09:33"
"","心想事程女士","中国籍 单女 国内三本 金融行业Spass 在新六年半。本身在保险行业的关系，买了新加坡的人寿保险，开了SRS账户。为了申请Pr狂刷了行业相关的证书。去年八月三号申请。等了九个多月，5月19号刷到四条线不能重新申请. 5月26号刷到CPF steps。","通过","2022-08-03","null","2023-05-26 09:23"
"","幸运神降临我了","马来西亚 25岁 degree EP 薪水$3360, 来新3年,建筑规划与估算师, 0414刷到四条线 不能重申 12/5 刷到cpf 14/5 Pr approved","通过","2022-09-15","2023-05-14","2023-05-25 16:42"
"","做个自由人","31岁单身男，来新加坡两年，985本+美国硕，EP 11k，IT行业。第二次申请保佑通过","等待","2023-04-27","null","2023-05-25 10:48"
