"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","老李","上海211本科，45岁，EP,来新一年，月薪12k，太太不工作，两儿子一个在政府中2，一个政府小4，全家申请","杯具","2019-11-08","null","2020-05-14 13:49"
"","Ganina","Malaysian, 31岁（2018）男，s pass, degree holder (马来西亚私人大学), 月薪 2500<< (2018)，一次申请不到一个月通过。有公司给的testimonials。","通过","2018-09-28","2018-10-24","2020-05-04 11:33"
"","上诉中","单独申请，在读博士，国内硕士。","等待","2019-06-15","2019-12-17","2020-04-29 16:14"
"","一次过","新婚夫妻结婚1年多，女主申请，NUS master degree，来新5年。丈夫欧洲硕士，来新3年，家庭收入9k。双方本科均985、211。","等待","2019-11-05","null","2020-04-28 17:05"
"","TOBYCHRIS","外国本科，会计师证，35岁，男，单身，第4次申请，底薪6K+,  EP,  来新工作11年。希望这次有好运。。。","等待","2019-09-05","null","2020-04-26 12:30"
"","希望能通过","单身 马来西亚女 admin 薪水2400 第一次申请 来新一年递交申请 ep 有degree文凭","等待","2019-11-21","null","2020-04-26 12:17"
"","等的好久","NUS博士，男，EP，base5500，第一次申，已经等了6个月了","等待","2019-10-21","null","2020-04-25 21:20"
"","Luck","马来西亚人，薪水3k，accounts executive, spass, 2017 apply 等9个月多 + appeal等6个月还是rejected, 今年刚完成advance diploma","通过","2019-06-21","2020-03-20","2020-04-22 18:23"
"","小乖","NTU硕士， 来新6年， 本地银行，月薪5.5K","等待","2020-03-22","null","2020-04-19 17:56"
"","Lex","EP, NUS 硕士，男，27，2015来新，$4000 教育行业， 二次申请","等待","2019-10-18","null","2020-04-19 10:44"
"","yzsg_123","女，来新三年半，EP月薪4k+，国内985本新加坡公立硕，去年升职加薪报税之后二申，pending期间结婚，老公是新加坡公民，申请六个月后悲剧，今年加薪报税之后刚刚appeal，希望能有好消息","上诉中","2020-04-15","null","2020-04-18 21:54"
"","一次过","SP,单身男 27岁，2018年6月来新，薪水4200+，澳门大学毕业，赌场工作，第一次申请，希望通过","等待","2020-04-14","null","2020-04-15 13:29"
"","pppp","PASS O LEVEL, POLY读书， 澳洲大学文凭，回新加坡工作6个月，自己申请，已拿到pr","通过","2019-08-09","2020-03-29","2020-04-11 18:30"
"","哦内嘎一","国内985NTU硕士，影视行业工作了3年，月薪4k，嘤嘤嘤悲剧了","杯具","2019-10-03","2020-04-11","2020-04-11 14:29"
"","Tracy McGrady","NTU PhD 2018年毕业；NUS 博后半年申请；EP；薪水$4000","通过","2019-08-22","2020-03-06","2020-04-07 18:23"
"","Lulu","国内211，ntu硕士，在新加坡3.5年，工作2年，银行ep，第一次申请。年薪6万. 等待，求好运","等待","2019-10-01","null","2020-04-06 15:29"
"","Don't stop. Don't giv up","男，27岁，Msian, 单身，EP, 工作第三年，第二份工作，工作1年半，月薪<<3k, 2019年11月申请，2020年3月批准。一更新准证就马上准备了，申请时有附上前公司老板对员工表现的信件（不知道有没有帮助），别放弃，加油","通过","2019-11-03","2020-03-05","2020-03-30 15:27"
"","we","Malaysian, EP $3000, NTU, 工作八个月申请","通过","2019-09-20","2020-03-18","2020-03-29 17:51"
"","kakarlu","basic 1938. malaysian","等待","2020-02-18","null","2020-03-24 15:52"
"","DD","女，单身，30岁，国内211本科，SMU master，来新6年，EP holder， 7k+。给大家贡献一个单身姑娘申请到PR的例子，大龄未婚女青年不要放弃呀。（就在我申请到PR不久之后，就遇到了现在的男票，所以姑娘还是要敞开心门，多多的出去认识人！）","通过","2019-02-15","2019-06-13","2020-03-22 17:18"
"","zz","夫妻带小孩，EP+2DP，男方13年NTU master，女方香港硕士，家庭收入8K+","通过","2019-07-31","2020-02-28","2020-03-21 12:42"
"","花开了","夫妻带娃， 双EP+DP，来新8年，家庭月收入15k+","通过","2019-09-20","2020-03-20","2020-03-20 15:53"
"","yukiyoshi","男主申，32岁。 NTU phd/salary 8k+/ EP. 女NTU在校phd 带一个一岁大在新加坡出生的儿子。 第二次申请。","通过","2019-08-20","2020-03-10","2020-03-16 16:23"
"","huiyooh","Spass $4000, TARC Diploma 电脑工程, 29岁 单身 马来西亚华人， 来新6个月就申请了","通过","2019-07-05","2020-03-13","2020-03-13 10:16"
"","tttggg","EP+DP带男孩","等待","2020-03-02","null","2020-03-12 13:32"
"","等的花都谢了","夫妻一起申请，男方EP月薪14K，欧洲本科硕士，来新4年多，女方欧洲硕士博士，来新一年dp，现在怀孕中，家庭主妇。一直pending，都快pending一年了","等待","2019-04-08","null","2020-03-11 17:16"
"","scientific94","马来西亚人
25岁 女

国大 4年 一级荣誉学位毕业
工作 9个月后 申请
EP 薪水 SGD4000","通过","2019-11-10","2020-02-17","2020-03-10 19:23"
"","actuary94","马来西亚人
25岁 男 单身
马来西亚大学毕业
第一份工，精算师Actuary
来新10个月后 申请
EP 薪水SGD5000","通过","2019-09-10","2020-02-24","2020-03-10 19:19"
"","小静静","2010年来新，Poly+ntu , 工作半年申请的 semiconductor engineer,历时7个月多","通过","2017-01-14","2017-08-22","2020-03-09 14:47"
"","Xiaoba","去年注册，一起申请，均2015年来新，男为主申请人。男，EP，国内211本科，nus一年graduate diploma，IT行业。女，SP，国内专科，新加坡私立大学本科，NTU汉硕在读。","等待","2019-09-04","null","2020-03-09 10:45"
"","等花开","夫妻带娃， 双EP+DP，来新3年，家庭月收入10k+","等待","2019-07-16","null","2020-03-04 00:16"
"","tk","SP, 2014年4月来新加坡，工资4100，建筑行业，已经失败4次，这是第5次，希望成功吧，","等待","2019-12-10","2020-03-03","2020-03-03 11:04"
"","Yili","薪水3500，马来西亚公民，diploma lcci，advance diploma finance","通过","2019-08-08","2020-02-25","2020-02-29 21:52"
"","jjwww","本地master  老公是公民   应该没有问题","等待","2019-12-11","null","2020-02-26 16:04"
"","大公鸡","夫妻来新6年，双EP, 11k薪水，儿子DP，跟随这个网站5年了，最近网站搬迁，希望我们也能转运。。。","杯具","2019-06-19","2019-12-19","2020-02-26 12:19"
"","BABAXXX","国内本科、本地大专，来新8年，无论能否通过，希望能快点有一个结果。。","等待","2019-10-12","null","2020-02-25 22:08"
"","John Smith","2012年来新 中国人, 男, 26岁, 第一次申请
Poly Diploma, NTU BEng
EP 月薪3800 提交申请时工作8个月","通过","2019-10-30","2020-02-12","2020-02-25 16:48"
"","佛系咸鱼","国内本科， 17 年来读 NUS master， 18 年 7 月工作， EP 月薪 4.2 k , 互联网行业","杯具","2019-08-20","2020-02-25","2020-02-25 11:17"
"","pipi","EP 3 year work exp , first time apply .","通过","2019-09-19","2020-02-13","2020-02-18 18:07"
"","大能","UCLA2012年毕业， 前facebook Tech Lead， 在美国工作6年， 2018年来新加坡， 目前在Google做Tech Lead， 年薪360K·400K新币","通过","2019-11-08","2020-02-12","2020-02-14 14:07"
"","布丁","2017來新加坡，2018年开始工作 薪水2.8K 老婆是新加坡本地人 5.5K，政府教师","等待","2019-08-02","null","2020-02-08 08:42"
"","Ohelia","本地Master学历, 来六年，工作四年，金融行业，工资5k, 单身，希望可以快快通过","等待","2019-08-01","null","2020-02-01 17:32"
"","soon","26岁 EP2年 马来西亚人，制造业","通过","20190410","20190614","2020-01-31 19:25"
"","Jarsmart","国内985，211本科，18年9月来新工作，19年11月申请，建筑行业，SP，$2700","等待","2019-11-08","null","2020-01-31 18:04"
"","kitchen","2016年来新，国内本科，NTU硕士，EP两年，Programmer","通过","2019-06-18","2020-01-21","2020-01-29 17:07"
"","YY","男主申，来新8年，SM项目NTU本科，EP薪水3k， IT行业工作一年。女，来新3年，国内985本科，NTU博士在读。结婚三年。
第五个月要求父母资料，元旦左右提交的补充材料。
回国过年半个月没看状态，回来，发现通过啦！总共六个月12天。
好运分享给大家！","通过","2019-07-02","2020-01-14","2020-01-28 21:36"
"","JOHN","2017來新加坡工作 台灣人 薪水2.8K  老婆是新加坡本地人 4K","等待","2020-01-13","null","2020-01-23 15:05"
"","Taixing","SPass＋dp, 男薪水6. 5k，国内非985/211高校硕士，妻子无工作，男孩本地小学，来新11年，第6次申请，希望大家不要放弃","通过","2019-06-19","2019-09-25","2020-01-17 19:18"
"","我是爱夏","NTU master, IT行业 EP 月薪5000","等待","2019-08-24","null","2020-01-17 14:39"
"","xuan","全家一起申请，中国人，老公主申请，平均薪水7000左右，老婆有工作，薪水6500左右，孩子在新读幼儿园","等待","2019-07-31","null","2020-01-09 11:37"
"","7788","国内本科学历+新Diploma","等待","2019-07-28","null","2020-01-07 08:30"
"","暴暴","女单独申请，30岁申请，来新10年，本地私立本科，月薪$3000+，老公PR，最近他公民批了月薪5000","等待","2019-10-02","null","2020-01-06 17:12"
"","Andy","夫EP，妻儿DP，年龄42/40, 2012年来新，全家一起申请，夫妻＋儿子＋女儿，夫妻俩国内重点大学本科，国外工学硕士，在新加坡工作6年半，公司董事，月薪$13k＋，妻子无工作，家庭主妇，俩孩子读本地小学。","通过","2019-01-21","2019-09-18","2020-01-04 19:15"
"","admin","祝大家好运！大家可以写上稍微详细的信息，比如薪水，年龄，学历，什么准证，什么时侯来新，配偶有没有工作，薪水大概多少，不然薪水差别太大，很难参考，如果怕隐私暴露，可以匿名或随意起用户名","通过","2018-06-02","2019-01-26","2020-01-03 18:12"
"","明年再战","29岁 男 中国本科+新加坡 master base 5k 年入70k 来新加坡前工作2年 在新加坡工作三年半 第二次申请 失败告终","杯具","2019-04-04","2019-10-07","2020-01-02 18:02"
"","粉丝","中国夫妻带小孩，本地master，来新8年，男主申工资6k，女5k，小孩在childcare。不到四个月approve。关注这个网站很久了，给在坡毕业的master一些希望。","通过","2019-08-28","2019-12-19","2019-12-26 13:00"
"","正林","臺灣人，夫EP妻DP，29/27歲，沒小孩。
夫避險基金 Portfolio Manager, 月薪14K；妻金融業ARM, 月薪4K。夫妻學歷皆臺灣大學學士&碩士。
來新六個月由男主申，期間沒被要求補件，但剛滿六個月旋即收到拒絕信。","杯具","2019-06-17","2019-12-20","2019-12-20 18:38"
"","Ender","4k每月 60k每年 29岁男单身 来新加坡5年半 前两年拿wp 后来换sp 两年前申请4个月悲剧 这次六个月杯具 给大家做个参考吧","杯具","2019-06-16","2019-12-20","2019-12-20 09:26"
"","takasori","男，IC工程师，月薪6K+，来新七年，老婆不工作，带男孩10岁(3岁来新读N2，明年P5)","通过","2018-09-19","2019-11-18","2019-12-17 17:39"
"","aphd","中国人 ，男，34岁，申请时来新1.5年，国外PHD，月薪8000，单独申请，老婆已有PR","通过","2018-11-05","2019-11-21","2019-12-17 16:52"
"","悲伤","国内PHD 老婆国外硕士  月薪6000 配偶2500","杯具","2019-06-04","2019-12-04","2019-12-10 15:46"
"","孤独的我","马来西亚人，26岁男，单身，有马来西亚南方大学学院diploma和新加坡ITE Part-time cert，来新3年，SP $2200，interior designer，第一次申请，期待好运","等待","2019-11-06","null","2019-12-03 03:20"
"","小航","嫁到新加坡快八年了，老公年薪30万左右，自己没有工作。","等待","2019-07-31","null","2019-11-27 11:07"
"","送人头","国内985本科，来新半年，单身，EP薪资5000","等待","2019-10-15","null","2019-11-24 08:34"
"","lina","老公主申请人，持EP, 薪水$6500，建筑行业，国内普通本科学历，来新9年多，从未换过公司，期间有多次职业技术培训,带老婆孩子一起申请。老婆持S pass,薪水$3000,小孩四岁，在新托儿所读书两年，持DP.","等待","2019-07-08","null","2019-11-13 09:11"
"","Alan","来新十五年，poly part-time.全家申请，第三次申请 通过","通过","2019-01-09","2019-11-08","2019-11-08 01:46"
"","MX","在新15年。
小学中学，poly，SIM。
小学邀请没要，大学毕业前申请，6个月后被拒。
拿Spass工作6个月后申请，3个月后批准。","通过","2019-07-25","2019-10-18","2019-11-04 03:35"
"","Lucky Star","女主EP，国内211本科，老公DP，国内211本科，女儿一岁DP，13年来新","通过","2019-07-07","2019-10-11","2019-10-31 15:58"
"","LifeWear","单身男34岁，国内211本科，EP 来新7年，月薪提交时5.6K/半年后5.9K。善良的人不一定有好运。","杯具","2019-04-22","2019-10-22","2019-10-31 02:19"
"","alphapanda","本人主申，国内普硕。老婆NTU Master。双EP。来新6年，家庭basic 月薪S$ 12","通过","2018-11-05","2019-10-24","2019-10-29 11:04"
"","hui zi","老公新加坡公民，本人来新15年，结婚11年，女儿10岁，多次申请被拒，这次pending已经15个月了……","等待","2018-07-23","null","2019-10-28 17:25"
"","flank","夫妻两个人ep 一岁男孩dp 老公主申请人 月薪8.5k 来信6年 被拒2次 希望这次能成功","通过","2019-07-26","2019-10-09","2019-10-26 09:34"
"","tktktk","加拿大大学BBA毕业， 34岁，单身，马来西亚人，月薪5.5K，新加坡工作1年半。","通过","2019-07-03","2019-10-23","2019-10-26 09:33"
"","seoegg","国内top3本科，NUS在职硕士，来新6年，工程师","通过","2018-11-25","2019-10-22","2019-10-26 09:32"
"","dyson","马来西亚人，来新快5年了，做IT行业 EP，月薪2.5k，申请不到4个月批了","通过","2019-06-26","2019-10-10","2019-10-26 09:31"
"","Drift Sand","中国 scholar，NUS 毕业，现工作3年，月薪base 3.7 K， 年薪 57K，pending 快 一年了，求好运。","等待","2018-11-01","null","2019-10-22 05:52"
"","Keung","2011年来新加坡，私立本科+NTU硕士，澳洲硕士Part-time在读，工作半年，高等教育领域工作。薪水3.3K+，2018年6月26日网上查rejected。","杯具","2017-12-20","2018-06-26","2019-10-22 04:32"
"","bleu","老公PR1年半，做sponsor。本人来新7年，国内211本科,申请时夫妻基本月入11K.","通过","2019-03-08","2019-10-03","2019-10-21 00:50"
"","Www","加拿大本科，NTUmaster，来新3年，现在是半导体工程师，EP，月薪4000+","等待","2019-10-17","null","2019-10-20 14:55"
"","hong","男主申到老婆和三岁女儿一起，2700薪水 大马spm文凭，老婆2700 中国人 wp ，diploma","通过","2018-10-10","2019-10-07","2019-10-19 15:32"
"","cccc2019","在中国三年工作经验后来新读公立大学硕士，之后拿ep工作三年多，月薪5k。老公新加坡人，结婚一年多 ，已买hdb。求好运！","等待","2019-10-13","null","2019-10-18 14:18"
"","xyyr","家庭申请。女主申，国内211，985本科，美国研究生，IT咨询行，EP，月薪7800，来新8年。男，香港本科，金融，EP，月薪6000+，来新近10年。女儿2岁半，新加坡出生 ，DP。","等待","2019-07-15","null","2019-10-18 14:17"
"","tktktk","加拿大大学BBA毕业， 34岁，单身，马来西亚人，月薪5.5K，新加坡工作1年半。","等待","2019-07-03","null","2019-10-18 14:16"
"","水怪","单身Spass，第四次申请，来新9年，本地私立diploma, 薪水4k+","等待","2019-04-19","null","2019-10-18 14:15"
"","minmin","NUS PHD, 来新8年，月薪6000+（固定5000），配偶月薪4000，国内master。","通过","2019-03-12","2019-10-10","2019-10-18 14:14"
"","testtest","this is test","通过","2019-10-01","2019-10-31","2019-10-18 12:40"
"","GCEA","酒店经理，7k，澳洲FT研究生，在新8年，带1.5岁本地出生女儿申请，第8次申请 (之前每升职，换工作，单身状态，结婚状态，全家申请都试过，全部被拒，这次只带女儿申请）。 Penging一年后要求重新申请，以家庭为单位，一年后再要求补交材料，3个月后成功！一共为时2年多。","通过","2017-12-18","2019-10-09","2019-10-09 2:34"
"","Jeffreygao","老婆孩子新加坡公民，申请pr被拒，正在上诉中","上诉中","2019-04-03","2019-09-27","2019-10-03 9:47"
"","winnie","夫妻带娃一起，EP+EP+DP，来新5年，月家庭总收入15k，第一次申请","进行中","2019-09-10","null","2019-10-03 4:39"
"","KJ","新加坡工作3年，马来西亚本地大学文凭，薪水3200，和老婆一起申请（老婆在马来西亚工作）","进行中","2019-06-30","null","2019-10-02 6:13"
"","蓝关","Nanyang Poly毕业，工作持S-Pass，申请时NTU Part-Time在读，七个月通过","通过","2018-10-15","2019-05-15","2019-10-01 9:13"
"","bbww","夫妻申请，家庭收入8K ，本地DEGREE","进行中","2019-09-09","null","2019-10-01 9:06"
"","predbj","来新近5年，工作3年多。SMU授课硕士。另有一海外大学授课硕士。月薪6700.单身，男，35岁，中国公民","通过","2019-07-18","2019-09-26","2019-10-01 14:25"
"","dc","马来西亚女，34岁，单身。 本科（没用的科系）加ACCA affiliate。 会计执行员，$2700。 来新快九年，中间有回马一年。WP三年半，SP三年多，EP八个月。 第一次申请。 各位大龄剩女别放弃，never try never know，大家加油！！","通过","2019-05-31","2019-09-19","2019-09-25 4:50"
"","big__","本人PR 5950月薪 来新10年，老婆SP 2800，申请DPR ， pending 9月","进行中","2018-12-25","null","2019-09-20 3:52"
"","Cassie","新加坡私立學校碩士 LTVP Holder 女生 底薪2600 佣金平均700每個月 先生是新加坡人 diploma畢業 辦公室文員2.3k","进行中","2019-05-15","null","2019-09-16 13:55"
"","辣辣","NUS master, LTVP with loc,as a designer ,salary 3k+ 先生SC 等了9个月了。。。。。祈祷好运","进行中","2018-12-14","null","2019-09-10 8:44"
"","rx","来新14年 理工生毕业 工作六个月申请时月薪2300","通过","2019-05-23","2019-09-04","2019-09-09 23:51"
"","Hope","太太 (马来西亚华人），27岁-没做工 Sponsor, 男 (马来西亚华人）28岁，2.8k,","进行中","2019-06-28","null","2019-09-05 12:37"
"","fanfan","在新9年，工作4年，私立本科","进行中","2019-03-30","null","2019-09-03 9:14"
"","Candice","一家三口申请，夫妻SP,女儿一岁在中国，两人年收入$80k+，女主申，国内211本科，来新9年，男国内专科，来新10年，都是服务行业，单身时各申请过一次，婚后一起申请过一次，这是第三次，感觉希望不大，祈祷奇迹出现","进行中","2019-05-29","null","2019-09-03 16:58"
"","WWGC","夫妻+女儿（不到一岁） SP & EP，家庭收入8k，本地私立&公立硕士学历，来新11年","进行中","2019-03-29","null","2019-09-02 7:17"
"","MAX","Malaysian, Degree holder, Employment Pass, Engineer, Salary 3k, stay almost 2 year in SG, 2nd company","通过","2019-05-02","2019-09-02","2019-09-02 3:25"
"","alphapanda","本人主申，国内普硕。老婆NTU Master。双EP。来新6年，家庭basic 月薪S$ 12k。pending 快10个月","进行中","2018-11-05","null","2019-08-30 5:30"
"","littledolphin","08年来新，本地Secondary, JC，大学NTU全额奖学金，刚毕业工作1个月EP薪水单申请，basic 5k, 年薪7万+，不到5个月批准，男生，25岁","通过","2019-02-04","2019-06-12","2019-08-27 6:01"
"","Makeyouhappy","EP 四个月 工作8年 薪水5500，gross 10k .三月底申请，单身女 29 ，连续缴税7年 ,本地私立本科，来新10年","null","2019-03-26","null","2019-08-26 14:52"
"","yr","国内211本科，nus MA，老公主申，结婚两个月。老公薪水5k，我3.7k，researcher。我27岁。","进行中","2019-08-21","null","2019-08-21 16:53"
"","zhx2009","来新差不多十年，本地中学，poly，去澳洲读了2年本科回来工作半年开始申请，薪水2800......将近8个月approve","通过","2018-12-10","2019-07-25","2019-08-21 14:50"
"","luckygo","大学本科,2009年来新工作SP,2014年跟老婆孩子申请DP,2017年初转EP,孩子运气还不错2018年申请到政府小学,月薪6500+,2019年4月17号全家一起申请,刚刚满三个月就批了","通过","2019-04-17","2019-07-17","2019-08-20 7:20"
"","imtheone","来坡工作2年 国内211硕士 老公本地人 国大本科 本人月薪8k+ 家庭收入 15k+ 名下有HDB","通过","2019-03-24","2019-07-19","2019-08-20 6:33"
"","DW","<家庭申请>和太太2008年分别来新读书，在学校相识，结婚在新加坡买房.夫妻二人都是本地私立硕士毕业，读书四年，建筑行业工作七年.携夫人+小女一岁申请.家庭月收入9K","通过","2019-02-25","2019-07-24","2019-08-13 8:20"
"","KSB","来新加坡8年，私立本科，NTU硕士，澳洲硕士。 工作2年多快3年了，换了2次工作，教育行业，政联企业。 薪水3.5K+Comm=4.5-6K左右","进行中","2019-06-09","null","2019-08-13 5:31"
"","tricken","先生主申请人，S准证，薪水5.1k，来新10年，国内大专，本地poly，太太和儿子拿DP，太太从事幼教，两个儿子分别为12岁和7岁，长期在新加坡生活，悲剧5次，这是第6次申请，八个月了还在pending，希望这次能过。","null","2018-12-06","null","2019-08-10 16:11"
"","flank","夫妻两个人ep 一岁男孩dp 老公主申请人 月薪8.5k 来信6年 被拒2次 希望这次能成功","null","2019-07-26","null","2019-08-06 8:20"
"","Greenwicher","来新5年，NUS博，国内985，EP，月薪5k+，个人申请","通过","2019-01-25","2019-08-05","2019-08-06 2:34"
"","geong","中国211硕士，律所非律师岗，未婚，来新三年多时第一次申请，目前已经pending4个半月了。","失败","2018-08-30","2019-03-20","2019-07-30 6:16"
"","xx","女，EP，工资10k，来坡3年工作2年","通过","2019-03-06","2019-07-30","2019-07-30 14:08"
"","zhx200913","来新十年，本地中学，poly，澳洲本科，等待将近8个月。spass，2.8k","通过","2019-12-10","2019-07-29","2019-07-29 7:02"
"","SGnew","211本科，SMU金融硕士，来新两年半，工作一年多申请。申请时工资3.6K。5月时换工作工资4.3K，MNC，想着工资和公司规模都提高那么多，就主动去提交材料更新。结果两个月后申请六个月被拒。","失败","2019-01-20","2019-07-22","2019-07-25 13:55"
"","jqihxz","夫妻+两个男孩，17一月份来新，老婆月薪10k，金融类，EP，软件测试，主申请 老公DP+LOC工作，月薪8k，IT类，软件开发，大的男孩在读国际学校，小的男孩在PCF childchare,","通过","2018-09-20","2019-06-30","2019-07-17 6:33"
"","1133234ewwqe","来新2年, 985 4K+","通过","2019-01-02","2019-07-10","2019-07-11 6:38"
"","ah ying","全家申请，夫妻+一儿一女，到批准时正好来新六年。男主申8K/月，公司法务，国内名校小本，无本地硕士学历。女主当时仍申报为主妇，国内某完美错过211和985的政法小本。大儿子上本地政府小学，女儿本地出生2岁。此前有三次悲剧经历。希望我们的经历能给大家力量，千万不要放弃，总有一次能成功！","通过","2018-12-28","2019-06-28","2019-07-08 8:47"
"","lucky","男 29岁 美国硕士 科技公司 月薪7000+ 来新三年 三个月20天拿到结果","通过","2019-03-12","2019-07-02","2019-07-03 6:13"
"","一休","夫妻EP，儿子2岁DP， 太太 澳洲master，我澳洲本科，单身各自申请过2次，结婚申请过一次，平均都是6个月悲剧。来新从读书到工作总计8年半，都是教育行业。这次在pending6个月时，收到补交资料，两个月后全家批准。这些年看了很多成功与失败的案例，但是感觉大家都只是猜测，因为我们不知道标准！很多说公立学校好批准，私立没戏（我们就是私立）所以给私立毕业的朋友们打打气，加加油！当然我知道学历不是主要考评依据，但是私立毕业并不是不能成功申请！最近批准的很多是家庭，条件也都是：薪水6千以上的，来新时间起码7年以上的，有孩子的稳定家庭，大家加油吧！","通过","2018-10-10","2019-06-26","2019-07-03 10:09"
"","coranholmes","单身女，27岁，本地博士，毕业后工作满半年时申请，3个月拿到IPA letter","通过","2019-03-24","2019-06-25","2019-07-01 15:28"
"","Wang LQ","男，EP, 建筑业工程师，211本科，来新加坡11年，带家人一起申请，年薪90k+，老婆无工作，老婆孩子都在国内。6月12日收到ICA信要求补充家庭成员资料。","进行中","2019-03-02","null","2019-06-26 2:17"
"","猜不透","马来西亚男，27岁，呆在新加坡3年,薪水2800. （可能运气好）","通过","2019-03-14","2019-06-24","2019-06-26 1:14"
"","Jean","女，单身，32岁，国内211本科，SMU master，来新6年，EP holder","失败","2018-08-08","null","2019-06-18 15:40"
"","NG KAH JUN","一次通过","通过","2018-11-23","2019-06-11","2019-06-17 9:05"
"","SGnobear","主申请人-制造业，美国国籍，华人，月薪16k新币，本科学历。 附属申请人- Fintech- 中国大陆国籍，澳洲+香港PR，月薪7k新币，澳洲双硕士学历。 年龄都是30岁，申请时是29岁。 来新两年。","通过","2018-08-14","2019-05-07","2019-06-13 5:23"
"","Lim","第一次 S PASS, 马来西亚人, Diploma, 在新加坡工作了10年，船厂公司，薪水2500+ 顺便sponsor老婆和几个月大的孩子一起申请。老婆WP, admin工 薪水2200+ 2016尾apply，2017十月Reject了，十分失望 第二次 2018年尾再去apply，2019五月就批了，爽！ 在这其中，男去读part time degree, 女去读part time diploma, 男女工钱也有提升，女的也拿到了S Pass","通过","2018-12-31","2019-05-15","2019-06-12 1:30"
"","Ong li ying","老公新加坡公民，目前老婆马来西亚人，在新加坡工作超过8年，收入$2500＋＋","null","2018-02-01","null","2019-06-11 7:41"
"","Dav","NTU PHD, 工作3个月","通过","2018-10-30","2019-05-27","2019-06-11 4:16"
"","LUCKY ONG","S PASS , 设计， 在小新工作经验7年， 第一次申请，新加坡居住。","通过","2018-04-06","2019-05-27","2019-06-11 2:24"
"","goodluck2018","男，28周岁，已婚无孩，国内985本科，本地 msc 2014毕业， 工程师，四年工作经验，Basic 4000+, 单独申请（老婆是PR，本地学历）。 第一次申请三个月秒拒。第二次希望能成功。 2018希望大家都顺利！ 16 months approve. 2018 Dec submit parents' CV","通过","2018-02-05","2019-05-30","2019-06-10 7:39"
